ape_id,Clothes,Ears,Hat,Fur,Mouth,Eyes,Sum Rarity,Mean Rarity
ApeGang #9898,Lumberjack,,Military Helmet,Tiger,Smoke Pipe,,10.06,3.3533333333333335
ApeGang #9897,,,Brown Beanie,Grey,Baby Pacifier,Sad,16.61,4.1525
ApeGang #9896,Magician,Bluetooth Earpiece,,Brown,,Rainbow Sunglasses,44.19,22.095
ApeGang #9895,,,Chef's,Strong Dark Brown,Cigarette,Scar,19.54,4.885
ApeGang #9894,,,Hippie Bandana,Black,Grin Rainbow,Robot Glasses,16.259999999999998,4.0649999999999995
ApeGang #9891,,,Laurel,Alien,Mustache,Monocle,8.63,2.1575
ApeGang #9887,Military,,Pirate,Cream,Flames,,13.48,4.493333333333333
ApeGang #9885,,,Rabbit Ears,Tiger,Mustache,Blind,11.53,2.8825
ApeGang #9884,Blue Hoodie,,,Zebra,Mustache,Monocle,11.23,3.7433333333333336
ApeGang #9878,Banana Shirt,,,Tiger,Cigarette,Gold Sunglasses,13.11,4.37
ApeGang #9876,,Airpods,Purple Beanie,Tiger,,Rainbow Sunglasses,8.52,2.84
ApeGang #9871,Banana Shirt,,Crown,Brown,,Devil,45.95,15.316666666666668
ApeGang #9869,Banana Shirt,,Cop,Brown,Snake,,47.68,15.893333333333333
ApeGang #9868,Yellow NBA Jersey,,,Rainbow,Angry,Eye Patch,8.4,2.8000000000000003
ApeGang #9867,Black Suit,,Green Beanie,Brown,Grin Rainbow,,47.36,15.786666666666667
ApeGang #9866,Grey Striped T-Shirt,Diamond Stud,,Cream,Bubble Gum,,11.250000000000002,5.625000000000001
ApeGang #9861,Cop,,Pirate,Rainbow,Beard,,6.66,2.22
ApeGang #9858,,,Fireman,White,Covid Mask,Heart,11.59,2.8975
ApeGang #9856,Sheriff,,,Cheetah,Angry,Bruised,9.48,3.16
ApeGang #9854,Hippie,,,Strong Dark Brown,Yawn,Rainbow Sunglasses,16.01,5.336666666666667
ApeGang #9853,,Silver Hoop,Pirate,Brown,,Eye Patch,47.41,15.803333333333333
ApeGang #9849,Yellow NBA Jersey,Airpods,Party,Grey,,,9.95,4.975
ApeGang #9846,Devil Wings,,Bandana,Grey,,Bruised,13.46,4.486666666666667
ApeGang #9843,Iron Man,,Stuntman Helmet,Brown,,Eye Patch,47.76,15.92
ApeGang #9842,,,Brain,Brown,Flames,Monocle,51.32999999999999,12.832499999999998
ApeGang #9841,Purple Hoodie,,,Rainbow,Covid Mask,Sad,8.07,2.69
ApeGang #9840,,Gold Hoop,,Brown,Covid Mask,Black Sunglasses,49.86,16.62
ApeGang #9839,Sheriff,,,Cheetah,Joker,Rainbow Sunglasses,6.41,2.1366666666666667
ApeGang #9837,Sheriff,,Brain,Brown,,Hippie Glasses,47.92999999999999,15.976666666666665
ApeGang #9836,Winter Coat,,Crown,Brown,Drool Rainbow,,47.58,15.86
ApeGang #9835,Hotel Porter,,Military Helmet,Grey,,Monocle,13.33,4.443333333333333
ApeGang #9834,Nurse,,Laurel,Brown,Tongue Out,,47.67999999999999,15.89333333333333
ApeGang #9831,Nurse,,Rabbit Ears,Brown,,Round Glasses,47.809999999999995,15.936666666666666
ApeGang #9825,Groom,,Brain,Zebra,Beard,,9.989999999999998,3.3299999999999996
ApeGang #9823,,,Hippie Bandana,Zebra,Flames,Robot,12.7,3.175
ApeGang #9820,,,Hippie Bandana,Tiger,Tongue Out,Laser,11.82,2.955
ApeGang #9819,Fireman,,War Bonnet,Brown,Covid Mask,,47.07,15.69
ApeGang #9815,Purple Hoodie,Gold Hoop,Laurel,Grey,,,10.24,5.12
ApeGang #9812,Black Suit,,Hippie Bandana,Rainbow,,Eye Patch,7.13,2.3766666666666665
ApeGang #9810,Yellow NBA Jersey,,Viking Helmet,Brown,Grillz,,48.08,16.026666666666667
ApeGang #9803,Hotel Porter,,Yellow NBA Headband,Brown,,Sad,47.51,15.836666666666666
ApeGang #9801,White Tank Top,Diamond Stud,Bandana,Strong Dark Brown,,,12.82,6.41
ApeGang #9796,,,Cap,Brown,Covid Mask,Heart,50.379999999999995,12.594999999999999
ApeGang #9795,Indian,,,Strong Dark Brown,Yawn,Devil,15.879999999999999,5.293333333333333
ApeGang #9794,Groom,,,Brown,Covid Mask,Monocle,48.73,16.243333333333332
ApeGang #9793,,,Rabbit Ears,Brown,Snake,Sad,50.849999999999994,12.712499999999999
ApeGang #9792,Orange Striped T-Shirt,,,Brown,Tongue Out,Scar,49.06,16.353333333333335
ApeGang #9784,Space Suit,,,Brown,Covid Mask,Alien,47.0,15.666666666666666
ApeGang #9783,Winter Coat,,Horn,Strong Dark Brown,Nose Ring,,15.97,5.323333333333333
ApeGang #9782,Winter Coat,,,Brown,Oh,Crazy,48.75,16.25
ApeGang #9781,Prison Jumpsuit,,Groom,Brown,,Heart,47.529999999999994,15.843333333333332
ApeGang #9779,Black Suit,Diamond Stud,,Grey,Angry,,11.24,5.62
ApeGang #9778,Fireman,,,Strong Dark Brown,Drool Rainbow,Eye Patch,17.580000000000002,5.86
ApeGang #9774,Batman,,Banana,Brown,,Black Sunglasses,48.68,16.226666666666667
ApeGang #9773,Toga,Gold Hoop,Cowboy,Strong Dark Brown,,,12.8,6.4
ApeGang #9771,,Bluetooth Earpiece,,Tiger,Grillz,Black Sunglasses,13.48,4.493333333333333
ApeGang #9770,Pirate,,Chef's,Brown,Corn,,47.57,15.856666666666667
ApeGang #9769,Mexican,,Laurel,Grey,Smoke Pipe,,13.35,4.45
ApeGang #9768,,,Nurse,Brown,Shocked,Round Glasses,50.919999999999995,12.729999999999999
ApeGang #9767,Red NBA Jersey,,,Tiger,Snake,Crazy,11.93,3.9766666666666666
ApeGang #9765,Angel Wings,,Red NBA Headband,Cream,Angry,,13.56,4.5200000000000005
ApeGang #9761,Cop,,Nurse,Rainbow,Flames,,7.199999999999999,2.4
ApeGang #9759,,Bluetooth Earpiece,,Brown,Grin Rainbow,Black Sunglasses,50.230000000000004,16.743333333333336
ApeGang #9758,Purple Hoodie,,Top Hat,Cream,,Scar,13.600000000000001,4.533333333333334
ApeGang #9756,,Diamond Stud,Banana,Strong Dark Brown,,Closed,15.700000000000001,5.233333333333333
ApeGang #9754,Purple Hoodie,,Green Beanie,Brown,Grin Rainbow,,47.36,15.786666666666667
ApeGang #9753,Black Tank Top,,Stuntman Helmet,Cream,Oh,,13.280000000000001,4.426666666666667
ApeGang #9752,Mexican,,Top Hat,Brown,Joint,,47.36,15.786666666666667
ApeGang #9750,Hippie,,,Grey,Tongue Out,Alien,12.98,4.326666666666667
ApeGang #9749,Pimp Coat,Diamond Stud,,Tiger,,Robot Glasses,7.66,3.83
ApeGang #9748,Orange Striped T-Shirt,,,Brown,Corn,Closed,48.71,16.236666666666668
ApeGang #9746,Iron Man,,Purple Beanie,Brown,Grin Rainbow,,47.290000000000006,15.763333333333335
ApeGang #9743,Pimp Coat,Bluetooth Earpiece,Banana,Brown,,,44.15,22.075
ApeGang #9739,Joker,Airpods,,Red Devil,,Diving Mask,3.2,1.6
ApeGang #9736,Military,,Sushi Chef,Brown,Grin Rainbow,,47.510000000000005,15.836666666666668
ApeGang #9734,Lumberjack,,,Strong Dark Brown,Grin Gold,Monocle,17.450000000000003,5.816666666666667
ApeGang #9730,Lab Coat,,Groom,Grey,Baby Pacifier,,13.32,4.44
ApeGang #9727,Red NBA Jersey,,,Cream,Covid Mask,Sad,14.57,4.8566666666666665
ApeGang #9726,Groom,Airpods,,Brown,Oh,,45.29,22.645
ApeGang #9724,Lumberjack,,Hotel Porter,White,Beard,,8.75,2.9166666666666665
ApeGang #9719,Prison Jumpsuit,,Viking Helmet,Grey,Flames,,13.43,4.476666666666667
ApeGang #9718,Yellow NBA Jersey,Silver Hoop,,Black,,Laser,10.35,5.175
ApeGang #9716,Red Hawaiian Shirt,Diamond Stud,Sushi Chef,Black,,,10.49,5.245
ApeGang #9714,Sheriff,,Cap,Brown,,Gold Sunglasses,48.89,16.296666666666667
ApeGang #9713,Banana Shirt,,,Black,Tongue Out,Eye Patch,15.2,5.066666666666666
ApeGang #9708,Magician,,,Brown,Beard,Diving Mask,47.099999999999994,15.699999999999998
ApeGang #9707,Magician,,Military Helmet,Brown,Mustache,,47.230000000000004,15.743333333333334
ApeGang #9705,Magician,,,Cream,Flames,Black Sunglasses,16.39,5.463333333333334
ApeGang #9703,,,Brain,Rainbow,Bubble Gum,Closed,9.86,2.465
ApeGang #9701,Banana Shirt,,Groom,Black,,Gold Sunglasses,15.190000000000001,5.0633333333333335
ApeGang #9693,Pirate,,Fireman,Grey,,Hippie Glasses,12.93,4.31
ApeGang #9691,Lab Coat,,Purple Beanie,Brown,,Robot Glasses,46.510000000000005,15.503333333333336
ApeGang #9690,Orange Striped T-Shirt,Airpods,,White,,Rainbow Sunglasses,5.779999999999999,2.8899999999999997
ApeGang #9686,Hippie,,Cowboy,Black,,Black Sunglasses,15.05,5.016666666666667
ApeGang #9684,Black Suit,,Rabbit Ears,Cream,,Scar,13.820000000000002,4.606666666666667
ApeGang #9683,Joker,,,Brown,Beard,Scar,48.989999999999995,16.33
ApeGang #9680,Black Suit,,Stuntman Helmet,Cream,,Squinting,12.020000000000001,4.006666666666667
ApeGang #9678,Purple Hoodie,Bluetooth Earpiece,,Brown,,Robot Glasses,44.92,22.46
ApeGang #9675,Pirate,,,White,Drool Rainbow,Rainbow Sunglasses,9.04,3.013333333333333
ApeGang #9673,Military,,,Brown,Covid Mask,3D Glasses,48.48,16.16
ApeGang #9672,Magician,,Sushi Chef,Cheetah,Smoke Pipe,,7.859999999999999,2.6199999999999997
ApeGang #9670,,,Hotel Porter,Brown,Cigarette,3D Glasses,50.449999999999996,12.612499999999999
ApeGang #9669,Groom,,Cop,Brown,,Robot Glasses,46.870000000000005,15.623333333333335
ApeGang #9668,Banana Shirt,,,Cream,Grillz,Robot,14.89,4.963333333333334
ApeGang #9667,Lumberjack,Silver Hoop,Stuntman Helmet,Brown,,,44.4,22.2
ApeGang #9665,Orange Hawaiian Shirt ,,,Brown,Flames,Round Glasses,49.31999999999999,16.439999999999998
ApeGang #9663,Orange Hawaiian Shirt ,,Banana,Cream,Grin Gold,,13.260000000000002,4.420000000000001
ApeGang #9662,,,Cop,Rainbow,Mustache,Gold Sunglasses,11.629999999999999,2.9074999999999998
ApeGang #9661,Military,Gold Hoop,,Brown,Cigarette,,45.66,22.83
ApeGang #9660,Pirate,Airpods,,Zebra,Drool Rainbow,,8.07,4.035
ApeGang #9659,Lumberjack,,,Black,Beard,Hippie Glasses,15.18,5.06
ApeGang #9658,Mexican,,,Robot,Grin Rainbow,Cyclops,5.45,1.8166666666666667
ApeGang #9655,Lab Coat,Gold Hoop,Rabbit Ears,Brown,,,44.33,22.165
ApeGang #9653,Grey Striped T-Shirt,Bluetooth Earpiece,Chef's,Zebra,,,6.6899999999999995,3.3449999999999998
ApeGang #9648,Blue Hoodie,,Cop,Brown,,Black Sunglasses,48.910000000000004,16.303333333333335
ApeGang #9646,,,Bandana,Strong Dark Brown,Nose Ring,Squinting,17.6,4.4
ApeGang #9645,Indian,,Groom,Brown,,Blind,45.669999999999995,15.223333333333331
ApeGang #9644,Banana Shirt,Bluetooth Earpiece,Yellow NBA Headband,Cream,,,10.31,5.155
ApeGang #9643,Fireman,,Horn,Cream,Angry,,13.370000000000001,4.456666666666667
ApeGang #9641,Nurse,Diamond Stud,Bandana,Brown,,,44.29,22.145
ApeGang #9639,Fireman,,,Strong Dark Brown,Grin Rainbow,Eye Patch,17.59,5.863333333333333
ApeGang #9637,Grey Striped T-Shirt,,Borsalino,Brown,Snake,,47.83,15.943333333333333
ApeGang #9630,Mexican,,Propeller,Brown,,Hippie Glasses,47.67999999999999,15.89333333333333
ApeGang #9629,Military,,Propeller,Brown,Grin Rainbow,,47.54,15.846666666666666
ApeGang #9627,Banana Shirt,,Cowboy,Alien,,Devil,3.59,1.1966666666666665
ApeGang #9619,Red Hawaiian Shirt,,Laurel,Brown,Shocked,,47.69,15.896666666666667
ApeGang #9617,Prison Jumpsuit,,Sushi Chef,Cream,Baby Pacifier,,13.630000000000003,4.543333333333334
ApeGang #9616,,Silver Hoop,,Cream,Grillz,Alien,13.9,4.633333333333334
ApeGang #9615,Red NBA Jersey,,Fisherman,Brown,Cigarette,,47.64,15.88
ApeGang #9613,Lab Coat,,,Black,Mustache,Monocle,15.1,5.033333333333333
ApeGang #9605,Red NBA Jersey,,Yellow NBA Headband,Tiger,Nose Ring,,10.209999999999999,3.403333333333333
ApeGang #9603,Indian,,Brain,Rainbow,,Crazy,7.5,2.5
ApeGang #9602,Cop,,,Brown,Grin Rainbow,Bruised,49.150000000000006,16.383333333333336
ApeGang #9599,,,War Bonnet,Brown,Smoke Pipe,Bruised,50.730000000000004,12.682500000000001
ApeGang #9594,Blue Hoodie,,Fireman,Grey,,3D Glasses,12.67,4.223333333333334
ApeGang #9593,Indian,,Nurse,Black,Baby Pacifier,,13.89,4.63
ApeGang #9588,Magician,,Rabbit Ears,Brown,Nose Ring,,47.51,15.836666666666666
ApeGang #9585,Military,,,Strong Dark Brown,Tongue Out,Laser,15.790000000000001,5.263333333333334
ApeGang #9584,Pirate,,,Strong Dark Brown,Grin Rainbow,Black Sunglasses,18.76,6.253333333333334
ApeGang #9576,Black Suit,,Sombrero,Strong Dark Brown,,Black Sunglasses,17.34,5.78
ApeGang #9573,,Silver Hoop,Bandana,Brown,,Gold Sunglasses,49.0,16.333333333333332
ApeGang #9571,Banana Shirt,Bluetooth Earpiece,,Grey,Bubble Gum,,10.950000000000001,5.4750000000000005
ApeGang #9570,Nurse,,,Brown,Beard,Cyclops,47.349999999999994,15.783333333333331
ApeGang #9568,Winter Coat,,,White,Grillz,Cyclops,9.629999999999999,3.2099999999999995
ApeGang #9562,Blue Hoodie,,Nurse,Brown,Yawn,,47.559999999999995,15.853333333333332
ApeGang #9559,,,Halo,Cheetah,Yawn,Eye Patch,11.32,2.83
ApeGang #9558,Black Suit,,Fisherman,Brown,,Hippie Glasses,47.81999999999999,15.939999999999998
ApeGang #9556,Red Hawaiian Shirt,,,Grey,Drool Rainbow,Round Glasses,14.89,4.963333333333334
ApeGang #9553,Sheriff,Silver Hoop,Cap,Strong Dark Brown,,,12.71,6.355
ApeGang #9552,Cop,,,Brown,Joker,Black Sunglasses,48.67,16.223333333333333
ApeGang #9550,Blue Hoodie,,,Brown,Beard,Gold Sunglasses,50.23,16.743333333333332
ApeGang #9549,,Diamond Stud,,Brown,Cigarette,Crazy,49.12,16.37333333333333
ApeGang #9548,,,Brown Beanie,Brown,Angry,Eye Patch,50.75,12.6875
ApeGang #9546,Magician,Diamond Stud,,Strong Dark Brown,Drool Rainbow,,14.22,7.11
ApeGang #9543,,Silver Hoop,Laurel,Strong Dark Brown,Smoke Pipe,,16.16,5.386666666666667
ApeGang #9541,Military,,Hippie Bandana,Cream,,Devil,11.900000000000002,3.9666666666666672
ApeGang #9540,Cop,Gold Hoop,,Black,,Squinting,10.28,5.14
ApeGang #9539,Red Hawaiian Shirt,,Crown,Cream,Joint,,13.590000000000002,4.53
ApeGang #9538,Lumberjack,Diamond Stud,,Brown,,Robot,45.089999999999996,22.544999999999998
ApeGang #9536,,Diamond Stud,Pirate,Brown,,Strabismus,45.54,15.18
ApeGang #9535,Winter Coat,,,Strong Dark Brown,Snake,Sad,17.48,5.826666666666667
ApeGang #9533,Magician,,Green Beanie,Brown,Yawn,,47.379999999999995,15.793333333333331
ApeGang #9531,Hotel Porter,,Purple Beanie,Brown,Oh,,46.88,15.626666666666667
ApeGang #9522,Sheriff,,,Brown,Grillz,Sad,49.43,16.476666666666667
ApeGang #9521,,,Hippie Bandana,Brown,Baby Pacifier,Closed,50.64,12.66
ApeGang #9516,Grey Striped T-Shirt,Bluetooth Earpiece,,Strong Dark Brown,,Monocle,14.360000000000001,7.180000000000001
ApeGang #9513,,Diamond Stud,Cop,Strong Dark Brown,,3D Glasses,16.06,5.353333333333333
ApeGang #9511,Mexican,,Pirate,Tiger,,Bruised,10.24,3.4133333333333336
ApeGang #9506,Lab Coat,,,Tiger,Yawn,Heart,11.760000000000002,3.9200000000000004
ApeGang #9498,Pirate,,Groom,Zebra,,Bruised,10.059999999999999,3.353333333333333
ApeGang #9496,Magician,,Rabbit Ears,Brown,Flames,,47.739999999999995,15.913333333333332
ApeGang #9493,,Silver Hoop,Military Helmet,Brown,Baby Pacifier,,47.58,15.86
ApeGang #9490,Lumberjack,,Pirate,Brown,,Diving Mask,45.629999999999995,15.209999999999999
ApeGang #9487,,,Fisherman,Zebra,Bubble Gum,Eye Patch,12.95,3.2375
ApeGang #9486,Black Tank Top,,Crown,Cream,Drool Rainbow,,13.600000000000001,4.533333333333334
ApeGang #9481,Indian,,Flower Crown,Strong Dark Brown,Oh,,15.8,5.266666666666667
ApeGang #9480,Grey Striped T-Shirt,,Halo,Brown,,Scar,47.629999999999995,15.876666666666665
ApeGang #9478,Purple Hoodie,,Sushi Chef,Rainbow,Bubble Gum,,6.5600000000000005,2.186666666666667
ApeGang #9471,,Diamond Stud,Cap,White,Grin Gold,,8.86,2.953333333333333
ApeGang #9468,Purple Hoodie,,Borsalino,Strong Dark Brown,,Crazy,16.52,5.506666666666667
ApeGang #9467,Prison Jumpsuit,,Horn,Black,Snake,,13.81,4.6033333333333335
ApeGang #9462,Groom,,,Tiger,Snake,Eye Patch,11.83,3.9433333333333334
ApeGang #9461,Cop,,Halo,Grey,,Albino,11.580000000000002,3.8600000000000008
ApeGang #9460,Lab Coat,,Joker Hair,Brown,,Sad,46.01,15.336666666666666
ApeGang #9457,Grey Striped T-Shirt,,Flower Crown,Brown,,Monocle,47.809999999999995,15.936666666666666
ApeGang #9453,,,Party,Strong Dark Brown,Covid Mask,Crazy,19.12,4.78
ApeGang #9452,Black Suit,,Crown,Brown,Flames,,47.73,15.909999999999998
ApeGang #9449,Black Suit,Diamond Stud,Crown,Strong Dark Brown,,,12.850000000000001,6.425000000000001
ApeGang #9447,White Tank Top,Airpods,Red NBA Headband,Brown,,,44.45,22.225
ApeGang #9445,Toga,Diamond Stud,,Brown,Yawn,,45.72,22.86
ApeGang #9444,Orange Striped T-Shirt,,,Brown,Mustache,Rainbow Sunglasses,47.21,15.736666666666666
ApeGang #9442,Pirate,,,Brown,Covid Mask,Heart,48.629999999999995,16.209999999999997
ApeGang #9441,Fireman,,,Cream,Beard,Heart,14.840000000000002,4.946666666666667
ApeGang #9440,Pimp Coat,,Fireman,Black,Smoke Pipe,,13.16,4.386666666666667
ApeGang #9439,,,Crown,White,Yawn,Eye Patch,12.559999999999999,3.1399999999999997
ApeGang #9438,Groom,,,Brown,Nose Ring,Blind,47.05,15.683333333333332
ApeGang #9437,,,Halo,Cheetah,Oh,3D Glasses,10.68,2.67
ApeGang #9435,Red NBA Jersey,,Borsalino,Brown,Covid Mask,,47.43,15.81
ApeGang #9433,Hippie,,Banana,Cream,Snake,,13.470000000000002,4.490000000000001
ApeGang #9432,Yellow NBA Jersey,,,Brown,Covid Mask,Gold Sunglasses,50.04,16.68
ApeGang #9427,Purple Hoodie,,,Brown,Bubble Gum,Monocle,48.629999999999995,16.209999999999997
ApeGang #9426,Nurse,,,Brown,Corn,Squinting,47.29,15.763333333333334
ApeGang #9425,Lab Coat,,Military Helmet,Cheetah,Mustache,,7.74,2.58
ApeGang #9422,Fireman,,Nurse,Black,Joker,,12.23,4.076666666666667
ApeGang #9421,Orange Hawaiian Shirt ,,Red NBA Headband,Cream,,Monocle,13.870000000000001,4.623333333333334
ApeGang #9420,Hippie,,,Brown,Grin Gold,High,46.99999999999999,15.666666666666664
ApeGang #9418,,,Propeller,Zebra,Angry,Alien,11.409999999999998,2.8524999999999996
ApeGang #9417,Hippie,,Nurse,Brown,,High,45.74999999999999,15.249999999999998
ApeGang #9415,,,Borsalino,White,Joint,Gold Sunglasses,14.079999999999998,3.5199999999999996
ApeGang #9413,Pirate,,Flower Crown,Brown,Tongue Out,,47.56999999999999,15.856666666666664
ApeGang #9412,Fireman,,Red NBA Headband,Zebra,,Hippie Glasses,10.24,3.4133333333333336
ApeGang #9411,,,War Bonnet,Zebra,Snake,Eye Patch,13.209999999999999,3.3024999999999998
ApeGang #9409,Purple Hoodie,,Military Helmet,Brown,Joker,,45.92,15.306666666666667
ApeGang #9405,Grey Striped T-Shirt,,Brown Beanie,Brown,,Closed,47.32,15.773333333333333
ApeGang #9397,Magician,,Cap,Rainbow,Yawn,,6.99,2.33
ApeGang #9394,Lab Coat,,Crown,Strong Dark Brown,,Scar,16.32,5.44
ApeGang #9391,Fireman,,,White,Nose Ring,Closed,10.219999999999999,3.4066666666666663
ApeGang #9387,,,Viking Helmet,Tiger,Grillz,Blind,12.26,3.065
ApeGang #9386,Prison Jumpsuit,,Red NBA Headband,Grey,,Eye Patch,13.53,4.51
ApeGang #9383,Iron Man,,Stuntman Helmet,Zebra,Baby Pacifier,,10.149999999999999,3.383333333333333
ApeGang #9381,,,Banana,Brown,Baby Pacifier,Robot Glasses,50.01,12.5025
ApeGang #9379,Red Hawaiian Shirt,,Horn,Brown,Snake,,47.559999999999995,15.853333333333332
ApeGang #9376,Nurse,,,Tiger,Nose Ring,Crazy,11.809999999999999,3.936666666666666
ApeGang #9373,Purple Hoodie,,,Zebra,Tongue Out,Strabismus,9.459999999999999,3.153333333333333
ApeGang #9366,Cop,,Cap,Brown,Drool Rainbow,,47.44,15.813333333333333
ApeGang #9365,Red Hawaiian Shirt,,Borsalino,Black,,Eye Patch,14.139999999999999,4.713333333333333
ApeGang #9363,Iron Man,,,Black,Smoke Pipe,Eye Patch,15.149999999999999,5.05
ApeGang #9358,Hippie,,,Black,Oh,Alien,13.209999999999999,4.403333333333333
ApeGang #9357,Orange Hawaiian Shirt ,,Fisherman,Cream,Shocked,,13.600000000000001,4.533333333333334
ApeGang #9356,Red NBA Jersey,,,Black,Snake,Laser,13.65,4.55
ApeGang #9351,Blue Hoodie,,,Brown,Nose Ring,Heart,48.91,16.30333333333333
ApeGang #9350,Lab Coat,,Propeller,Brown,,Rainbow Sunglasses,46.029999999999994,15.343333333333332
ApeGang #9349,Hippie,,Rabbit Ears,Cheetah,Shocked,,8.01,2.67
ApeGang #9346,Joker,,Propeller,Zebra,Grillz,,10.43,3.4766666666666666
ApeGang #9344,Pimp Coat,Gold Hoop,Borsalino,Brown,,,44.53,22.265
ApeGang #9341,,Silver Hoop,Brain,Brown,,Scar,47.989999999999995,15.996666666666664
ApeGang #9339,Orange Striped T-Shirt,Diamond Stud,,Brown,,3D Glasses,45.58,22.79
ApeGang #9333,,,Sushi Chef,Strong Dark Brown,Shocked,Round Glasses,19.42,4.855
ApeGang #9331,Nurse,,,Brown,Shocked,Alien,47.27,15.756666666666668
ApeGang #9323,Lumberjack,,,Cream,Grin Rainbow,Black Sunglasses,16.25,5.416666666666667
ApeGang #9321,Cop,,Rabbit Ears,Red Devil,,Heart,6.82,2.2733333333333334
ApeGang #9319,Hotel Porter,,,Tiger,Smoke Pipe,Black Sunglasses,12.809999999999999,4.27
ApeGang #9312,,Silver Hoop,,Brown,Flames,Rainbow Sunglasses,47.599999999999994,15.866666666666665
