ape_id,Clothes,Ears,Hat,Fur,Mouth,Eyes
ApeGang #8572,,,,White,,
ApeGang #7612,,,,Cheetah,,
ApeGang #3831,,,,Tiger,,
ApeGang #3784,,,,Cream,,
ApeGang #3162,,,,Red Devil,,
ApeGang #1954,,,,Zebra,,
ApeGang #1067,,,,Strong Dark Brown,,
ApeGang #967,,,,Black,,
ApeGang #936,,,,Grey,,
ApeGang #708,,,,Rainbow,,
ApeGang #68,,,,Brown,,
