ape_id,Clothes,Ears,Hat,Fur,Mouth,Eyes,Sum Rarity,Mean Rarity
ApeGang #9764,Winter Coat,,Brain,Zebra,Grin Rainbow,Gold Sunglasses,14.879999999999999,3.7199999999999998
ApeGang #9762,Magician,,Party,Strong Dark Brown,Mustache,Squinting,17.380000000000003,4.345000000000001
ApeGang #9755,Mexican,Diamond Stud,,Brown,Covid Mask,3D Glasses,48.48,16.16
ApeGang #9751,Cop,Airpods,Red NBA Headband,Black,Smoke Pipe,,13.809999999999999,4.603333333333333
ApeGang #9747,Cop,Airpods,,Black,Beard,Black Sunglasses,16.3,5.433333333333334
ApeGang #9745,,Airpods,Green Beanie,Strong Dark Brown,Cigarette,Squinting,17.450000000000003,4.362500000000001
ApeGang #9744,Yellow NBA Jersey,Diamond Stud,Brain,Zebra,Baby Pacifier,,10.27,3.4233333333333333
ApeGang #9740,Toga,,Crown,Grey,Tongue Out,Robot,15.860000000000001,3.9650000000000003
ApeGang #9737,Purple Hoodie,,Headphone,Brown,Shocked,Round Glasses,51.08,12.77
ApeGang #9732,Orange Hawaiian Shirt ,,Brown Beanie,Zebra,Smoke Pipe,Eye Patch,13.149999999999999,3.2874999999999996
ApeGang #9729,Sheriff,,War Bonnet,Strong Dark Brown,Joint,Closed,18.970000000000002,4.742500000000001
ApeGang #9728,Groom,,Magician,Brown,Grin Rainbow,Rainbow Sunglasses,49.59,12.3975
ApeGang #9725,Magician,Airpods,Crown,Brown,,Robot,46.98,15.659999999999998
ApeGang #9722,Purple Hoodie,,Sushi Chef,Red Devil,Smoke Pipe,Bruised,9.989999999999998,2.4974999999999996
ApeGang #9720,Pirate,,Cowboy,Cream,Nose Ring,Round Glasses,16.95,4.2375
ApeGang #9712,Red Hawaiian Shirt,,Laurel,Brown,Baby Pacifier,Hippie Glasses,51.29999999999999,12.824999999999998
ApeGang #9709,Indian,,Hotel Porter,Brown,Flames,Cyclops,49.309999999999995,12.327499999999999
ApeGang #9696,Fireman,,Headphone,Red Devil,Mustache,Robot,9.3,2.325
ApeGang #9692,Sheriff,Silver Hoop,Stuntman Helmet,Strong Dark Brown,Snake,,16.23,5.41
ApeGang #9689,Toga,Bluetooth Earpiece,Party,Brown,Beard,,47.31999999999999,15.773333333333332
ApeGang #9677,Mexican,,Cop,Brown,Corn,Blind,49.08,12.27
ApeGang #9676,Winter Coat,,Bandana,Cream,Grillz,Eye Patch,17.45,4.3625
ApeGang #9647,Toga,Diamond Stud,Bandana,Cream,,Diving Mask,11.89,3.9633333333333334
ApeGang #9642,Yellow NBA Jersey,Gold Hoop,,White,Grillz,Crazy,11.26,3.7533333333333334
ApeGang #9640,Banana Shirt,,Groom,Brown,Joker,Devil,47.57,11.8925
ApeGang #9636,Nurse,Silver Hoop,Banana,Rainbow,Mustache,,6.6899999999999995,2.23
ApeGang #9634,Lab Coat,,Party,Tiger,Baby Pacifier,Closed,13.36,3.34
ApeGang #9633,Sheriff,,Flower Crown,Cream,Bubble Gum,Hippie Glasses,16.64,4.16
ApeGang #9632,Military,Airpods,Chef's,Brown,Grillz,,48.09,16.03
ApeGang #9625,Sheriff,,Chef's,Strong Dark Brown,Cigarette,Scar,19.54,4.885
ApeGang #9624,Winter Coat,,Rabbit Ears,Zebra,Corn,Black Sunglasses,14.5,3.625
ApeGang #9621,Magician,,Brown Beanie,Black,Cigarette,Gold Sunglasses,18.490000000000002,4.6225000000000005
ApeGang #9620,Groom,Bluetooth Earpiece,Banana,Brown,,High,45.629999999999995,15.209999999999999
ApeGang #9618,Indian,Diamond Stud,,Grey,Tongue Out,Black Sunglasses,15.84,5.28
ApeGang #9612,Cop,,Red NBA Headband,Brown,Angry,Heart,50.84,12.71
ApeGang #9608,Groom,Bluetooth Earpiece,,Grey,Covid Mask,Hippie Glasses,14.46,4.82
ApeGang #9604,,Airpods,Party,Brown,Snake,Black Sunglasses,52.059999999999995,13.014999999999999
ApeGang #9596,Toga,,Headphone,Black,Mustache,Devil,15.329999999999998,3.8324999999999996
ApeGang #9595,Iron Man,,Laurel,Zebra,Shocked,Monocle,13.47,3.3675
ApeGang #9592,Winter Coat,,Laurel,Zebra,Grin Rainbow,Scar,13.64,3.41
ApeGang #9590,Orange Striped T-Shirt,,Magician,Black,Flames,Hippie Glasses,17.63,4.4075
ApeGang #9586,Mexican,,Headphone,Grey,Snake,Bruised,16.900000000000002,4.2250000000000005
ApeGang #9580,Angel Wings,,Headphone,Brown,Grin Rainbow,Monocle,51.1,12.775
ApeGang #9575,Military,,Yellow NBA Headband,Brown,Bubble Gum,Laser,48.76,12.19
ApeGang #9565,Space Suit,,Cop,Cheetah,Mustache,Gold Sunglasses,12.620000000000001,3.1550000000000002
ApeGang #9561,Red Hawaiian Shirt,Gold Hoop,Chef's,Brown,Beard,,47.400000000000006,15.800000000000002
ApeGang #9555,Purple Hoodie,,Crown,Grey,Beard,Blind,14.57,3.6425
ApeGang #9547,Groom,Silver Hoop,,Brown,Nose Ring,Sad,48.83,16.276666666666667
ApeGang #9545,Blue Hoodie,,Banana,Brown,Shocked,Bruised,50.77,12.6925
ApeGang #9542,Winter Coat,,Fireman,Strong Dark Brown,Tongue Out,Bruised,18.94,4.735
ApeGang #9534,Cop,,Nurse,Brown,Beard,Monocle,50.76,12.69
ApeGang #9527,Nurse,,Flower Crown,Cheetah,Shocked,Eye Patch,11.45,2.8625
ApeGang #9526,Lab Coat,,Yellow NBA Headband,Brown,Cigarette,Bruised,50.97,12.7425
ApeGang #9524,Purple Hoodie,,Chef's,Brown,Grillz,Robot Glasses,50.580000000000005,12.645000000000001
ApeGang #9523,Nurse,,Party,Brown,Nose Ring,Robot,50.06999999999999,12.517499999999998
ApeGang #9520,Pimp Coat,,Laurel,Strong Dark Brown,Beard,Scar,19.61,4.9025
ApeGang #9517,Blue Hoodie,,Flower Crown,Cream,Nose Ring,Devil,15.240000000000002,3.8100000000000005
ApeGang #9514,White Tank Top,,Nurse,Cream,Covid Mask,Devil,14.82,3.705
ApeGang #9510,Sheriff,,Chef's,Brown,Bubble Gum,Hippie Glasses,50.519999999999996,12.629999999999999
ApeGang #9508,,Gold Hoop,Cap,Brown,Bubble Gum,Sad,50.199999999999996,12.549999999999999
ApeGang #9507,Toga,Airpods,Green Beanie,Brown,,Round Glasses,47.56999999999999,15.856666666666664
ApeGang #9504,Magician,,Rabbit Ears,Tiger,Nose Ring,Gold Sunglasses,14.96,3.74
ApeGang #9502,Winter Coat,Gold Hoop,,Zebra,Covid Mask,Black Sunglasses,12.24,4.08
ApeGang #9501,Black Suit,,Nurse,Brown,Covid Mask,Squinting,48.769999999999996,12.192499999999999
ApeGang #9495,Batman,Gold Hoop,Sushi Chef,Black,Mustache,,13.51,4.503333333333333
ApeGang #9494,Pirate,Silver Hoop,Sushi Chef,Strong Dark Brown,,Sad,15.990000000000002,5.330000000000001
ApeGang #9492,Military,,Halo,Grey,Shocked,Crazy,16.51,4.1275
ApeGang #9491,Magician,,Cowboy,Brown,Snake,Albino,49.269999999999996,12.317499999999999
ApeGang #9488,Sheriff,Gold Hoop,Cop,Strong Dark Brown,,Black Sunglasses,17.44,5.8133333333333335
ApeGang #9484,Sheriff,,Sushi Chef,Black,Grillz,Gold Sunglasses,18.98,4.745
ApeGang #9482,Nurse,,Pirate,Zebra,Joint,Monocle,13.08,3.27
ApeGang #9479,Red Hawaiian Shirt,,Fireman,Brown,Grillz,Round Glasses,51.059999999999995,12.764999999999999
ApeGang #9476,Joker,Diamond Stud,,Brown,Covid Mask,Black Sunglasses,49.86,16.62
ApeGang #9475,Prison Jumpsuit,,Hotel Porter,Grey,Cigarette,Sad,16.240000000000002,4.0600000000000005
ApeGang #9474,Pimp Coat,,Nurse,Brown,Flames,Crazy,51.13999999999999,12.784999999999998
ApeGang #9472,Hotel Porter,,War Bonnet,Strong Dark Brown,Oh,Robot Glasses,18.05,4.5125
ApeGang #9466,Hippie,,War Bonnet,Cream,Snake,Closed,16.51,4.1275
ApeGang #9459,Red NBA Jersey,Silver Hoop,Fisherman,Cream,,Robot,13.090000000000002,4.363333333333334
ApeGang #9455,Red NBA Jersey,,Magician,Zebra,Snake,Albino,11.940000000000001,2.9850000000000003
ApeGang #9450,Sheriff,,Cap,Strong Dark Brown,Corn,3D Glasses,19.12,4.78
ApeGang #9443,Joker,,Hotel Porter,Strong Dark Brown,Angry,Albino,17.39,4.3475
ApeGang #9436,Magician,,Rabbit Ears,Brown,Bubble Gum,Closed,50.15,12.5375
ApeGang #9434,Batman,,Brown Beanie,Strong Dark Brown,Shocked,Black Sunglasses,20.53,5.1325
ApeGang #9430,White Tank Top,Airpods,Brain,Brown,,Gold Sunglasses,49.23,16.41
ApeGang #9429,Red Hawaiian Shirt,Bluetooth Earpiece,Fisherman,Strong Dark Brown,,Gold Sunglasses,17.650000000000002,5.883333333333334
ApeGang #9419,Winter Coat,,Fisherman,Brown,Baby Pacifier,Crazy,51.239999999999995,12.809999999999999
ApeGang #9416,Prison Jumpsuit,,Stuntman Helmet,Brown,Grin Rainbow,Heart,50.97,12.7425
ApeGang #9414,White Tank Top,,Rabbit Ears,White,Baby Pacifier,Scar,12.76,3.19
ApeGang #9410,Prison Jumpsuit,Airpods,,Strong Dark Brown,Oh,Monocle,17.22,5.739999999999999
ApeGang #9408,Hotel Porter,,Bandana,Cheetah,Corn,Robot,10.719999999999999,2.6799999999999997
ApeGang #9406,,Gold Hoop,Purple Beanie,Brown,Joint,Cyclops,49.1,12.275
ApeGang #9403,Hotel Porter,,Cowboy,Grey,Baby Pacifier,3D Glasses,16.509999999999998,4.1274999999999995
ApeGang #9393,Orange Striped T-Shirt,,Pirate,Strong Dark Brown,Joint,Black Sunglasses,20.36,5.09
ApeGang #9392,Lab Coat,Diamond Stud,Borsalino,Cheetah,Baby Pacifier,,8.41,2.8033333333333332
ApeGang #9385,Toga,,Banana,Brown,Flames,Eye Patch,50.919999999999995,12.729999999999999
ApeGang #9384,Purple Hoodie,,Magician,Strong Dark Brown,Grillz,Eye Patch,20.23,5.0575
ApeGang #9382,Cop,Silver Hoop,Yellow NBA Headband,Brown,Yawn,,47.58,15.86
ApeGang #9377,Prison Jumpsuit,Diamond Stud,,Brown,Cigarette,Albino,47.36,15.786666666666667
ApeGang #9375,Groom,,War Bonnet,Brown,Grillz,Robot,50.61,12.6525
ApeGang #9372,,Airpods,Halo,Brown,Mustache,Devil,48.81,12.2025
ApeGang #9368,Lumberjack,,Rabbit Ears,Brown,Covid Mask,Albino,48.93,12.2325
ApeGang #9367,Cop,,Nurse,Black,Smoke Pipe,Crazy,17.09,4.2725
ApeGang #9359,Sheriff,,Sombrero,Rainbow,Nose Ring,Closed,10.0,2.5
ApeGang #9348,Lumberjack,Bluetooth Earpiece,Chef's,Zebra,Angry,,9.78,3.26
ApeGang #9343,Sheriff,Bluetooth Earpiece,,Grey,Yawn,Monocle,14.840000000000002,4.946666666666667
ApeGang #9340,Blue Hoodie,Silver Hoop,Crown,Grey,,Closed,13.06,4.3533333333333335
ApeGang #9337,Yellow NBA Jersey,,Flower Crown,Brown,Corn,Bruised,51.12,12.78
ApeGang #9332,Grey Striped T-Shirt,,Chef's,Cheetah,Joker,Closed,9.55,2.3875
ApeGang #9329,Black Tank Top,,Sombrero,Strong Dark Brown,Covid Mask,Black Sunglasses,20.240000000000002,5.0600000000000005
ApeGang #9328,Grey Striped T-Shirt,,Red NBA Headband,Tiger,Beard,Cyclops,12.11,3.0275
ApeGang #9324,Winter Coat,,Fireman,Brown,Baby Pacifier,Scar,50.63999999999999,12.659999999999998
ApeGang #9322,Blue Hoodie,,Red NBA Headband,Cream,Mustache,Closed,16.51,4.1275
ApeGang #9317,Fireman,,Yellow NBA Headband,Strong Dark Brown,Drool Rainbow,Rainbow Sunglasses,17.84,4.46
ApeGang #9313,,Airpods,Crown,Brown,Snake,Strabismus,49.11,12.2775
ApeGang #9310,Lab Coat,Gold Hoop,,Brown,Tongue Out,Albino,47.290000000000006,15.763333333333335
ApeGang #9297,Nurse,Gold Hoop,,Strong Dark Brown,Yawn,High,15.73,5.243333333333333
ApeGang #9282,Indian,,Pirate,Brown,Drool Rainbow,Hippie Glasses,50.71999999999999,12.679999999999998
ApeGang #9279,White Tank Top,,Headphone,Brown,Baby Pacifier,Bruised,51.25,12.8125
ApeGang #9277,Hippie,Silver Hoop,Fisherman,Brown,Grillz,,48.19,16.063333333333333
ApeGang #9276,Hotel Porter,Gold Hoop,Hotel Porter,Brown,Beard,,47.16,15.719999999999999
ApeGang #9273,Hotel Porter,,Fireman,Brown,Nose Ring,Heart,50.279999999999994,12.569999999999999
ApeGang #9266,Orange Striped T-Shirt,,Hippie Bandana,Brown,Grin Gold,Heart,50.64,12.66
ApeGang #9265,Orange Striped T-Shirt,,Magician,Cream,Snake,Robot,16.540000000000003,4.135000000000001
ApeGang #9264,,Bluetooth Earpiece,Hotel Porter,Brown,Covid Mask,Heart,50.269999999999996,12.567499999999999
ApeGang #9261,Red NBA Jersey,,Cap,Brown,Joint,Alien,49.1,12.275
ApeGang #9257,Lab Coat,,Sushi Chef,Tiger,Tongue Out,Alien,11.81,2.9525
ApeGang #9254,Prison Jumpsuit,,Hippie Bandana,Brown,Nose Ring,3D Glasses,50.58,12.645
ApeGang #9252,Hotel Porter,,Brown Beanie,Black,Nose Ring,Cyclops,15.56,3.89
ApeGang #9241,Hippie,,Sombrero,Rainbow,Grin Rainbow,High,8.55,2.1375
ApeGang #9234,Prison Jumpsuit,,Pirate,Brown,Tongue Out,Scar,50.67999999999999,12.669999999999998
ApeGang #9233,Devil Wings,,Cap,Strong Dark Brown,Flames,Blind,17.560000000000002,4.390000000000001
ApeGang #9231,Hippie,,Cowboy,Cream,Oh,Monocle,16.55,4.1375
ApeGang #9227,,Bluetooth Earpiece,Top Hat,Tiger,Grin Rainbow,Laser,11.79,2.9475
ApeGang #9214,Red Hawaiian Shirt,,War Bonnet,Brown,Drool Rainbow,Rainbow Sunglasses,49.19,12.2975
ApeGang #9212,Cop,,Red NBA Headband,Brown,Grillz,Squinting,49.830000000000005,12.457500000000001
ApeGang #9210,Hotel Porter,Airpods,,Strong Dark Brown,Snake,Gold Sunglasses,18.970000000000002,6.323333333333334
ApeGang #9208,Military,,War Bonnet,Brown,Angry,Sad,50.480000000000004,12.620000000000001
ApeGang #9204,Mexican,,Crown,Brown,Corn,Crazy,51.04,12.76
ApeGang #9203,Indian,Diamond Stud,,Black,Mustache,Albino,13.399999999999999,4.466666666666666
ApeGang #9200,,Gold Hoop,Red NBA Headband,Brown,Tongue Out,Albino,49.31,12.3275
ApeGang #9189,Prison Jumpsuit,,Top Hat,Black,Shocked,Crazy,16.99,4.2475
ApeGang #9188,Black Suit,,Nurse,Strong Dark Brown,Grin Gold,Crazy,19.35,4.8375
ApeGang #9185,Prison Jumpsuit,,War Bonnet,Rainbow,Bubble Gum,Cyclops,8.32,2.08
ApeGang #9184,Indian,Diamond Stud,Chef's,Brown,,Gold Sunglasses,49.02,16.34
ApeGang #9183,Yellow NBA Jersey,,Cap,Strong Dark Brown,Nose Ring,Strabismus,17.38,4.345
ApeGang #9180,Lab Coat,,Laurel,Cream,Smoke Pipe,Black Sunglasses,18.18,4.545
ApeGang #9179,Hippie,,Banana,Strong Dark Brown,Yawn,Monocle,19.370000000000005,4.842500000000001
ApeGang #9178,Lab Coat,Bluetooth Earpiece,Red NBA Headband,Brown,Grin Gold,,47.540000000000006,15.84666666666667
ApeGang #9177,Joker,,Sushi Chef,Brown,Shocked,Closed,50.43000000000001,12.607500000000002
ApeGang #9176,Groom,,Groom,Brown,Snake,Squinting,49.129999999999995,12.282499999999999
ApeGang #9172,Angel Wings,,Purple Beanie,Brown,Shocked,Robot,49.85,12.4625
ApeGang #9168,Sheriff,,Magician,Brown,Mustache,Crazy,51.040000000000006,12.760000000000002
ApeGang #9165,,Airpods,Halo,Tiger,Flames,Heart,13.610000000000001,3.4025000000000003
ApeGang #9163,Lab Coat,,Propeller,Brown,Grin Gold,Albino,49.06,12.265
ApeGang #9155,Military,,Halo,Brown,Drool Rainbow,Devil,49.05,12.2625
ApeGang #9153,Indian,Diamond Stud,Party,Robot,,Robot,4.81,1.6033333333333333
ApeGang #9151,Winter Coat,,Headphone,White,Grin Gold,Alien,10.78,2.695
ApeGang #9146,Mexican,Gold Hoop,,Brown,Snake,Heart,49.029999999999994,16.34333333333333
ApeGang #9137,Yellow NBA Jersey,Silver Hoop,Brain,Zebra,Grin Rainbow,,10.17,3.39
ApeGang #9133,,Airpods,Borsalino,Brown,Tongue Out,Cyclops,49.519999999999996,12.379999999999999
ApeGang #9131,Black Tank Top,,Laurel,Strong Dark Brown,Mustache,Bruised,19.52,4.88
ApeGang #9124,Nurse,,Sombrero,Brown,Grin Rainbow,Gold Sunglasses,52.260000000000005,13.065000000000001
ApeGang #9122,Military,Silver Hoop,Cowboy,Grey,,Crazy,13.45,4.483333333333333
ApeGang #9118,Yellow NBA Jersey,,Headphone,Brown,Mustache,Blind,48.89,12.2225
ApeGang #9115,Orange Hawaiian Shirt ,Airpods,,Black,Joint,Robot Glasses,14.42,4.806666666666667
ApeGang #9108,Sheriff,,Fisherman,Strong Dark Brown,Grin Gold,Bruised,19.48,4.87
ApeGang #9107,Mexican,Silver Hoop,Laurel,Cream,,Monocle,13.940000000000001,4.646666666666667
ApeGang #9090,Lab Coat,,Military Helmet,Cheetah,Mustache,Heart,11.040000000000001,2.7600000000000002
ApeGang #9082,Sheriff,,Cop,Grey,Smoke Pipe,Hippie Glasses,16.619999999999997,4.154999999999999
ApeGang #9081,,Diamond Stud,Green Beanie,Strong Dark Brown,Beard,Bruised,19.16,4.79
ApeGang #9076,Prison Jumpsuit,,Cap,Zebra,Tongue Out,Bruised,13.169999999999998,3.2924999999999995
ApeGang #9075,Sheriff,,Laurel,Tiger,Bubble Gum,Blind,11.5,2.875
ApeGang #9070,Toga,,Rabbit Ears,Grey,Grillz,Gold Sunglasses,18.540000000000003,4.635000000000001
ApeGang #9069,Red NBA Jersey,Gold Hoop,Sombrero,Cheetah,Oh,,7.65,2.5500000000000003
ApeGang #9067,Purple Hoodie,Airpods,Green Beanie,Black,,Bruised,13.79,4.596666666666667
ApeGang #9065,Toga,Gold Hoop,Propeller,Strong Dark Brown,,Closed,15.82,5.273333333333333
ApeGang #9062,Red NBA Jersey,Gold Hoop,Rabbit Ears,Brown,Grin Gold,,47.42,15.806666666666667
ApeGang #9061,Toga,Silver Hoop,,Brown,Oh,Alien,46.96,15.653333333333334
ApeGang #9054,Pirate,Silver Hoop,,Brown,Yawn,3D Glasses,48.87,16.29
ApeGang #9052,Mexican,,Party,Brown,Flames,Laser,49.309999999999995,12.327499999999999
ApeGang #9051,Mexican,Diamond Stud,Groom,Strong Dark Brown,Covid Mask,,15.660000000000002,5.220000000000001
ApeGang #9050,Yellow NBA Jersey,Airpods,Chef's,Cream,Snake,,13.630000000000003,4.543333333333334
ApeGang #9046,Blue Hoodie,,Green Beanie,Brown,Mustache,Black Sunglasses,51.64,12.91
ApeGang #9045,Red NBA Jersey,Diamond Stud,Sushi Chef,Strong Dark Brown,,Round Glasses,16.25,5.416666666666667
ApeGang #9044,Grey Striped T-Shirt,,Stuntman Helmet,Zebra,Covid Mask,Bruised,13.129999999999999,3.2824999999999998
ApeGang #9042,Batman,Bluetooth Earpiece,Laurel,Tiger,,Round Glasses,10.739999999999998,3.5799999999999996
ApeGang #9038,Groom,Silver Hoop,,Tiger,Flames,Closed,11.6,3.8666666666666667
ApeGang #9035,Pimp Coat,,Top Hat,Cream,Covid Mask,Sad,16.25,4.0625
ApeGang #9034,Purple Hoodie,Bluetooth Earpiece,Propeller,Brown,Grin Gold,,47.36,15.786666666666667
ApeGang #9033,Orange Hawaiian Shirt ,,Fireman,Red Devil,Smoke Pipe,Round Glasses,9.579999999999998,2.3949999999999996
ApeGang #9027,Sheriff,Airpods,Brown Beanie,Cream,Yawn,,13.61,4.536666666666666
ApeGang #9026,Cop,,Red NBA Headband,Brown,Yawn,3D Glasses,50.89,12.7225
ApeGang #9024,Winter Coat,,Magician,Brown,Beard,Eye Patch,51.010000000000005,12.752500000000001
ApeGang #9021,Hotel Porter,,Headphone,Black,Beard,Round Glasses,17.25,4.3125
ApeGang #9020,Cop,,Fisherman,Brown,Shocked,Crazy,51.04,12.76
ApeGang #9011,Mexican,Diamond Stud,,Tiger,Covid Mask,Gold Sunglasses,12.780000000000001,4.260000000000001
