,ape_id,canc_event_id,canc_event_time
0,ApeGang #2902,1419352422,2021-10-18T01:38:04.907661
0,ApeGang #8565,1418999571,2021-10-18T01:03:42.382347
0,ApeGang #1858,1418796062,2021-10-18T00:42:49.568351
0,ApeGang #1858,1418796081,2021-10-18T00:42:49.719862
0,ApeGang #4604,1418767757,2021-10-18T00:39:41.118507
0,ApeGang #4604,1418759566,2021-10-18T00:38:55.285088
0,ApeGang #4604,1418747571,2021-10-18T00:37:50.170420
0,ApeGang #773,1418649412,2021-10-18T00:28:56.953320
0,ApeGang #2076,1418546794,2021-10-18T00:19:24.317380
0,ApeGang #1578,1418482090,2021-10-18T00:13:21.985693
0,ApeGang #4660,1418363135,2021-10-18T00:02:01.218300
0,ApeGang #7532,1418012876,2021-10-17T23:29:38.268712
0,ApeGang #7532,1418009534,2021-10-17T23:29:19.112366
0,ApeGang #9604,1417573954,2021-10-17T22:48:44.583543
0,ApeGang #5954,1417387984,2021-10-17T22:35:27.953538
0,ApeGang #8270,1416625538,2021-10-17T21:38:09.814016
0,ApeGang #2882,1416161475,2021-10-17T20:57:44.447512
0,ApeGang #2970,1416103066,2021-10-17T20:52:06.938917
0,ApeGang #1457,1416069552,2021-10-17T20:48:55.634244
0,ApeGang #4813,1415707441,2021-10-17T20:15:38.529578
0,ApeGang #4813,1415707411,2021-10-17T20:15:38.404434
0,ApeGang #4813,1415700907,2021-10-17T20:14:58.736338
0,ApeGang #4813,1415700936,2021-10-17T20:14:58.873138
0,ApeGang #7414,1414866590,2021-10-17T18:50:10.494525
0,ApeGang #7414,1414866611,2021-10-17T18:50:10.535205
0,ApeGang #7414,1414866609,2021-10-17T18:50:10.530011
0,ApeGang #9952,1414706160,2021-10-17T18:34:02.047308
0,ApeGang #4176,1414699275,2021-10-17T18:33:20.943576
0,ApeGang #6812,1414691326,2021-10-17T18:32:32.330481
0,ApeGang #4632,1414631123,2021-10-17T18:26:01.110619
0,ApeGang #4632,1414620353,2021-10-17T18:24:58.214458
0,ApeGang #5198,1414542751,2021-10-17T18:17:26.818785
0,ApeGang #427,1414444435,2021-10-17T18:07:58.230105
0,ApeGang #7030,1414347212,2021-10-17T17:58:39.582907
0,ApeGang #7030,1414346696,2021-10-17T17:58:36.579442
0,ApeGang #7030,1414346731,2021-10-17T17:58:36.778880
0,ApeGang #7176,1414340424,2021-10-17T17:58:00.214323
0,ApeGang #9277,1414205435,2021-10-17T17:45:39.981471
0,ApeGang #8954,1413588975,2021-10-17T16:50:36.918799
0,ApeGang #3544,1413527142,2021-10-17T16:44:54.210112
0,ApeGang #3722,1413416252,2021-10-17T16:34:40.932516
0,ApeGang #7954,1413201309,2021-10-17T16:15:33.516458
0,ApeGang #6921,1413193476,2021-10-17T16:14:53.160897
0,ApeGang #7893,1413187888,2021-10-17T16:14:23.627682
0,ApeGang #7893,1413184638,2021-10-17T16:14:05.727053
0,ApeGang #1125,1412197688,2021-10-17T14:44:02.134924
0,ApeGang #3722,1411736721,2021-10-17T14:00:06.287883
0,ApeGang #3722,1411732132,2021-10-17T13:59:31.068489
0,ApeGang #7287,1411400289,2021-10-17T13:23:07.703337
0,ApeGang #5546,1411314689,2021-10-17T13:13:29.609545
0,ApeGang #9248,1410509508,2021-10-17T11:42:22.971325
0,ApeGang #2322,1409402933,2021-10-17T09:35:21.580972
0,ApeGang #2322,1409394928,2021-10-17T09:34:29.831705
0,ApeGang #2322,1409394460,2021-10-17T09:34:27.310995
0,ApeGang #2528,1409217301,2021-10-17T09:14:05.980302
0,ApeGang #6293,1408870517,2021-10-17T08:34:18.155849
0,ApeGang #4418,1408807882,2021-10-17T08:27:04.316330
0,ApeGang #7673,1408755421,2021-10-17T08:21:04.037829
0,ApeGang #7673,1408748990,2021-10-17T08:20:19.478855
0,ApeGang #6293,1408427632,2021-10-17T07:45:21.045673
0,ApeGang #4418,1408352684,2021-10-17T07:37:37.772996
0,ApeGang #4418,1408350988,2021-10-17T07:37:27.949556
0,ApeGang #4418,1408351223,2021-10-17T07:37:29.120794
0,ApeGang #4418,1408351312,2021-10-17T07:37:29.560130
0,ApeGang #4418,1408348188,2021-10-17T07:37:11.919382
0,ApeGang #959,1408066375,2021-10-17T07:08:04.388505
0,ApeGang #8150,1407805820,2021-10-17T06:40:53.354082
0,ApeGang #846,1407476322,2021-10-17T06:07:10.963867
0,ApeGang #2565,1406496223,2021-10-17T04:27:10.987304
0,ApeGang #1312,1405914131,2021-10-17T03:25:05.962994
0,ApeGang #1312,1405913552,2021-10-17T03:25:02.348228
0,ApeGang #1312,1405913436,2021-10-17T03:25:01.638224
0,ApeGang #5138,1405679959,2021-10-17T03:00:49.299717
0,ApeGang #5138,1405680011,2021-10-17T03:00:49.600029
0,ApeGang #1125,1405493133,2021-10-17T02:41:27.126227
0,ApeGang #1125,1405410437,2021-10-17T02:32:40.415611
0,ApeGang #5843,1405222564,2021-10-17T02:12:05.496616
0,ApeGang #399,1404612486,2021-10-17T01:07:36.412876
0,ApeGang #4364,1404393544,2021-10-17T00:44:37.673764
0,ApeGang #4364,1404393669,2021-10-17T00:44:38.253668
0,ApeGang #4364,1404393567,2021-10-17T00:44:37.786332
0,ApeGang #4364,1404377373,2021-10-17T00:42:55.836450
0,ApeGang #2064,1404376070,2021-10-17T00:42:48.358495
0,ApeGang #2064,1404376123,2021-10-17T00:42:48.582987
0,ApeGang #2064,1404375889,2021-10-17T00:42:47.221521
0,ApeGang #2064,1404315376,2021-10-17T00:36:25.039866
0,ApeGang #7874,1404230487,2021-10-17T00:27:33.444088
0,ApeGang #7874,1404230505,2021-10-17T00:27:33.554150
0,ApeGang #9910,1404128064,2021-10-17T00:17:00.643461
0,ApeGang #2034,1403956689,2021-10-16T23:59:12.308834
0,ApeGang #271,1403538185,2021-10-16T23:16:24.102333
0,ApeGang #1839,1403520037,2021-10-16T23:14:33.845470
0,ApeGang #3261,1403439138,2021-10-16T23:05:56.848477
0,ApeGang #3191,1403311617,2021-10-16T22:52:18.235195
0,ApeGang #1677,1403199739,2021-10-16T22:40:40.268658
0,ApeGang #6647,1403128621,2021-10-16T22:33:18.216258
0,ApeGang #759,1403117167,2021-10-16T22:32:06.087027
0,ApeGang #759,1403115305,2021-10-16T22:31:54.558520
0,ApeGang #4539,1403105856,2021-10-16T22:30:55.044385
0,ApeGang #4539,1403105890,2021-10-16T22:30:55.207839
0,ApeGang #4539,1403105969,2021-10-16T22:30:55.676748
0,ApeGang #4539,1403105811,2021-10-16T22:30:54.784729
0,ApeGang #4539,1403105864,2021-10-16T22:30:55.094470
0,ApeGang #8052,1403027075,2021-10-16T22:22:37.689690
0,ApeGang #2604,1402925499,2021-10-16T22:11:28.816218
0,ApeGang #2604,1402925517,2021-10-16T22:11:28.889347
0,ApeGang #2604,1402925545,2021-10-16T22:11:29.074830
0,ApeGang #7757,1402896758,2021-10-16T22:08:09.174768
0,ApeGang #8954,1402743688,2021-10-16T21:51:39.907477
0,ApeGang #3140,1402687930,2021-10-16T21:45:28.107792
0,ApeGang #8927,1402564306,2021-10-16T21:31:39.668374
0,ApeGang #3624,1402275383,2021-10-16T20:58:38.339821
0,ApeGang #4659,1402078507,2021-10-16T20:36:45.784846
0,ApeGang #5181,1402062640,2021-10-16T20:35:06.660488
0,ApeGang #8447,1402053134,2021-10-16T20:34:04.572227
0,ApeGang #1885,1401782327,2021-10-16T20:04:05.006902
0,ApeGang #1885,1401782396,2021-10-16T20:04:05.421257
0,ApeGang #1799,1401728007,2021-10-16T19:58:28.496547
0,ApeGang #1799,1401726283,2021-10-16T19:58:17.845782
0,ApeGang #599,1401507507,2021-10-16T19:34:57.810594
0,ApeGang #8543,1401260399,2021-10-16T19:08:43.838466
0,ApeGang #8543,1401260395,2021-10-16T19:08:43.813290
0,ApeGang #8543,1401257878,2021-10-16T19:08:27.381545
0,ApeGang #9554,1401190415,2021-10-16T19:01:00.287662
0,ApeGang #9554,1401190444,2021-10-16T19:01:00.376421
0,ApeGang #2438,1400810474,2021-10-16T18:19:38.236741
0,ApeGang #4946,1400711883,2021-10-16T18:08:59.586950
0,ApeGang #926,1400484783,2021-10-16T17:44:08.914133
0,ApeGang #5390,1400474990,2021-10-16T17:43:08.873570
0,ApeGang #3448,1400347509,2021-10-16T17:29:33.160109
0,ApeGang #3448,1400338336,2021-10-16T17:28:27.297802
0,ApeGang #4594,1400326362,2021-10-16T17:27:01.667062
0,ApeGang #4594,1400326045,2021-10-16T17:27:00.081535
0,ApeGang #7018,1400252003,2021-10-16T17:19:08.734670
0,ApeGang #4402,1400076578,2021-10-16T17:01:05.669259
0,ApeGang #4402,1400076576,2021-10-16T17:01:05.665788
0,ApeGang #4402,1400076584,2021-10-16T17:01:05.679662
0,ApeGang #5927,1400072606,2021-10-16T17:00:39.867206
0,ApeGang #5927,1400072609,2021-10-16T17:00:39.881805
0,ApeGang #5927,1400072626,2021-10-16T17:00:39.955199
0,ApeGang #5927,1400070354,2021-10-16T17:00:25.133660
0,ApeGang #6519,1400063433,2021-10-16T16:59:44.211726
0,ApeGang #6519,1400063439,2021-10-16T16:59:44.268842
0,ApeGang #8698,1400055040,2021-10-16T16:58:54.776404
0,ApeGang #8698,1400055066,2021-10-16T16:58:54.902474
0,ApeGang #2735,1399370145,2021-10-16T15:48:34.298237
0,ApeGang #4100,1399236896,2021-10-16T15:34:58.147681
0,ApeGang #2399,1398182103,2021-10-16T13:47:43.598817
0,ApeGang #2399,1398181499,2021-10-16T13:47:39.591715
0,ApeGang #6559,1397836140,2021-10-16T13:10:50.968169
0,ApeGang #2970,1397446312,2021-10-16T12:27:57.414516
0,ApeGang #3881,1397148369,2021-10-16T11:57:02.980022
0,ApeGang #3881,1397148366,2021-10-16T11:57:02.944876
0,ApeGang #3881,1397148001,2021-10-16T11:57:00.722334
0,ApeGang #3881,1397112022,2021-10-16T11:53:24.841704
0,ApeGang #3964,1396590566,2021-10-16T10:58:13.101356
0,ApeGang #3964,1396590527,2021-10-16T10:58:12.906027
0,ApeGang #1310,1396020194,2021-10-16T09:57:08.625949
0,ApeGang #1310,1396020080,2021-10-16T09:57:07.976859
0,ApeGang #6825,1395753118,2021-10-16T09:29:33.286451
0,ApeGang #2684,1395501727,2021-10-16T09:03:12.627746
0,ApeGang #2684,1395501803,2021-10-16T09:03:13.008365
0,ApeGang #7759,1394736287,2021-10-16T07:44:47.705659
0,ApeGang #6947,1394720435,2021-10-16T07:43:17.730212
0,ApeGang #915,1394712311,2021-10-16T07:42:29.820890
0,ApeGang #7273,1394155422,2021-10-16T06:46:07.031746
0,ApeGang #2878,1393731612,2021-10-16T06:03:42.540287
0,ApeGang #2878,1393731684,2021-10-16T06:03:42.840485
0,ApeGang #2878,1393731715,2021-10-16T06:03:43.020192
0,ApeGang #9892,1392973427,2021-10-16T03:56:40.082269
0,ApeGang #9268,1392747005,2021-10-16T03:34:38.479304
0,ApeGang #9353,1392430912,2021-10-16T03:04:33.576331
0,ApeGang #3022,1392006569,2021-10-16T02:26:25.717858
0,ApeGang #1677,1391465371,2021-10-16T01:32:59.400655
0,ApeGang #4182,1391321202,2021-10-16T01:19:12.134562
0,ApeGang #9408,1390787428,2021-10-16T00:26:41.680577
0,ApeGang #8179,1390237084,2021-10-15T23:32:04.481099
0,ApeGang #8477,1389371007,2021-10-15T21:55:54.776478
0,ApeGang #8477,1389368238,2021-10-15T21:55:37.567924
0,ApeGang #8477,1389357674,2021-10-15T21:54:31.596005
0,ApeGang #3660,1389076229,2021-10-15T21:27:54.063538
0,ApeGang #3660,1389076254,2021-10-15T21:27:54.142241
0,ApeGang #5221,1388028497,2021-10-15T19:43:05.294038
0,ApeGang #6654,1387334757,2021-10-15T18:24:56.703196
0,ApeGang #6654,1387304483,2021-10-15T18:21:59.977541
0,ApeGang #6654,1387304458,2021-10-15T18:21:59.851939
0,ApeGang #6654,1387304489,2021-10-15T18:22:00.016359
0,ApeGang #6654,1387233369,2021-10-15T18:14:48.128061
0,ApeGang #6654,1387233630,2021-10-15T18:14:49.522449
0,ApeGang #6654,1387219078,2021-10-15T18:13:21.125724
0,ApeGang #1544,1387204855,2021-10-15T18:11:53.946658
0,ApeGang #7500,1387072664,2021-10-15T17:58:38.220405
0,ApeGang #7500,1387058977,2021-10-15T17:57:14.809381
0,ApeGang #599,1387002644,2021-10-15T17:51:37.648707
0,ApeGang #8052,1386979223,2021-10-15T17:49:21.411592
0,ApeGang #2718,1386802286,2021-10-15T17:32:11.951636
0,ApeGang #5690,1386498197,2021-10-15T17:01:34.572901
0,ApeGang #5690,1386492568,2021-10-15T17:00:58.096703
0,ApeGang #1987,1386303000,2021-10-15T16:41:23.752351
0,ApeGang #9563,1386278987,2021-10-15T16:38:56.004345
0,ApeGang #9775,1386008525,2021-10-15T16:10:10.899254
0,ApeGang #1042,1385894026,2021-10-15T15:58:28.927842
0,ApeGang #9600,1385806397,2021-10-15T15:49:48.175926
0,ApeGang #3444,1385612625,2021-10-15T15:30:29.927798
0,ApeGang #8698,1384770111,2021-10-15T14:12:14.055997
0,ApeGang #1636,1384739067,2021-10-15T14:09:32.238003
0,ApeGang #890,1384054035,2021-10-15T13:01:57.125240
0,ApeGang #5438,1383846645,2021-10-15T12:42:58.153320
0,ApeGang #5275,1383836040,2021-10-15T12:42:00.874255
0,ApeGang #3275,1383813699,2021-10-15T12:39:59.801368
0,ApeGang #9316,1383809746,2021-10-15T12:39:38.583791
0,ApeGang #3307,1383679207,2021-10-15T12:28:40.843241
0,ApeGang #3307,1383670218,2021-10-15T12:27:54.588608
0,ApeGang #3307,1383670257,2021-10-15T12:27:55.056240
0,ApeGang #2126,1383307083,2021-10-15T11:53:46.600563
0,ApeGang #9114,1383519318,2021-10-15T12:14:24.067914
0,ApeGang #6179,1383283307,2021-10-15T11:51:29.679284
0,ApeGang #9836,1382853690,2021-10-15T11:11:49.063050
0,ApeGang #3344,1382853791,2021-10-15T11:11:49.626114
0,ApeGang #9243,1382317255,2021-10-15T10:18:28.283824
0,ApeGang #9243,1382313319,2021-10-15T10:18:05.616766
0,ApeGang #2070,1381148406,2021-10-15T08:25:43.596185
0,ApeGang #6120,1380617044,2021-10-15T07:36:15.328121
0,ApeGang #6344,1380475971,2021-10-15T07:24:31.852998
